Name,Alias,Coarse-grained categories,Fine-grained categories,Cuisines,Associated Cuisines,Area,Countries,Region1,Region2,Region3,Region4,Region5,Text Description,Image1 License,Image1 name / URL,Image2 License,Image2 name / URL,Image3 License,Image3 name / URL,Image4 License,Image4 name / URL,Image5 License,Image5 name / URL,Image6 License,Image6 name / URL,Image7 License,Image7 name / URL,Image8 License,Image8 name / URL
Puto seco,[{'Puto masa': 'not_stated'}],"[""dessert"", ""snack""]","[""cookies""]","[""Filipino""]","[""Filipino""]","[""Philippines""]","[""Philippines""]",South Eastern Asia,,,,,"The dish is a cookies made from ground glutinous rice, cornstarch, sugar, salt, butter, and eggs. They are characteristically white and often shaped into thick disks. They have a dry, powdery texture.",CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/09806jfFilipino_cuisine_foods_desserts_breads_Landmarks_Bulacanfvf_21.jpg/1440px-09806jfFilipino_cuisine_foods_desserts_breads_Landmarks_Bulacanfvf_21.jpg?download,CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/06867jfCuisine_Foods_Landmarks_Baliuag_Bulacanfvf_32.jpg/1440px-06867jfCuisine_Foods_Landmarks_Baliuag_Bulacanfvf_32.jpg?download,,,,,,,,,,,,
Puttu,"[{'puttu': 'Malayalam'}, {'புட்டு': 'Tamil'}, {'pittu': 'Sinhala'}, {'புட்டு': 'not_stated'}]","[""rice""]","[""rice cake""]","[""Indian""]","[""Indian""]","[""South India"",""Kerala"",""Tamil Nadu""]","[""India"", ""Bangladesh"",""Sri Lanka""]",Southern Asia,,,,,"The dish is made of steamed cylinders of ground rice layered with coconut shavings, sometimes with a sweet or savory filling on the inside. It is usually a breakfast dish served hot with either sweet side dishes such as palm sugar or banana, or savoury with chana masala, chutney, rasam, or meat curries.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Puttu_%28Rice_Flour_steamed_cake%29.jpg/1920px-Puttu_%28Rice_Flour_steamed_cake%29.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Rice_Puttu_with_Gram_Curry.jpg/1440px-Rice_Puttu_with_Gram_Curry.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Wheat_puttu_and_banana.jpg/1743px-Wheat_puttu_and_banana.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Puttu_with_different_flours.jpg/1915px-Puttu_with_different_flours.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Puttu_%28%E0%B4%AA%E0%B5%81%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B5%8D%29.jpg/1440px-Puttu_%28%E0%B4%AA%E0%B5%81%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B5%8D%29.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Puttu_with_Kadala.JPG/1440px-Puttu_with_Kadala.JPG?download,,,,
Red beans and rice,[{'no_alias': 'true'}],"[""rice""]","[""mixed rice""]","[""American""]","[""American""]","[""Louisana""]","[""United States""]",Northern America,,,,,"The dish is traditionally made on Mondays with kidney beans, Vegetable (bell pepper, onion, and celery), spices (thyme, cayenne pepper, and bay leaf) and pork bones as left over from Sunday dinner, cooked together slowly in a pot and served over rice. Meats such as ham, sausage (most commonly andouille), and tasso ham are also frequently used in the dish.",Public Domain,https://upload.wikimedia.org/wikipedia/commons/7/76/Red_beans.jpg?download,,,,,,,,,,,,,,
Rice and curry,[{'no_alias': 'not_stated'}],"[""rice""]","[""mixed rice""]","[""Indian"", ""Sri Lankan""]","[""Indian"", ""Sri Lankan""]","[""India"", ""Sri Lanka"",""Indian Subcontinent""]","[""India"", ""Sri Lanka""]",Southern Asia,,,,,"The dish usually consists of a large bowl of rice, most often boiled, but frequently fried, a vegetable curry, a meat curry, dhal, papadums, and sambals.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/SL-rice_and_curry.jpg/1463px-SL-rice_and_curry.jpg?download,,,,,,,,,,,,,,
Rice and gravy,[{'no_alias': 'not_stated'}],"[""rice""]","[""mixed rice""]","[""American""]","[""American""]","[""Louisana""]","[""United States""]",Northern America,,,,,"The dish is made by deglazing a pan to make brown gravy, simmering with extra seasonings, and serving over steamed or boiled rice.",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/9/9b/Smothered_turkey_rice_and_gravy_HRoe_2012.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/8/8c/Smothered_pork_roast_rice_and_gravy_HRoe_2012.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/8/84/Garys_Hamburger_steak_with_rice_and_gravy_HRoe_2012.jpg?download,,,,,,,,,,
Rice and peas,"[{""peas n' rice"": 'not_stated'}]","[""rice""]","[""mixed rice""]","[""Caribbean""]","[""Caribbean""]","[""Caribbean""]","[""Jamaica"", ""Anguilla"", ""Bahamas"", ""Barbados"", ""Haiti""]",Caribbean,,,,,"The dish recipes vary, with each country having their own way of making it and name of calling it, and are similar only by the two main ingredients which are the legumes (peas/beans) used and rice to form a mixture.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Rice_and_Peas.jpg/1441px-Rice_and_Peas.jpg?download,,,,,,,,,,,,,,
Rice bread,[{'no_alias': 'not_stated'}],"[""bread""]","[""bread""]","[""Global""]","[""Global""]","[""Global""]","[""Global""]",Global,,,,,The dish is a type of bread that is made from rice flour rather than wheat flour.,CC-BY 2.5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Japanese_Rice_Bread.JPG/1440px-Japanese_Rice_Bread.JPG?download,CC-BY 2.5,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Japanese_Rice_Bread_Roundtop.JPG/1288px-Japanese_Rice_Bread_Roundtop.JPG?download,,,,,,,,,,,,
Rice Krispies,[{'Rice Bubbles': 'English'}],"[""cereal""]","[""cereal""]","[""Global""]","[""Global""]","[""Global""]","[""Global""]",Global,,,,,"The dish is a breakfast cereal made of crisped rice. When milk is added to the cereal the rice tends to collapse, creating the characteristic ""snap"", ""crackle and pop"" sounds.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/2020-05-03_09_09_37_A_sample_of_Kellogg%27s_Rice_Krispies_cereal_in_the_Franklin_Farm_section_of_Oak_Hill%2C_Fairfax_County%2C_Virginia.jpg/1440px-2020-05-03_09_09_37_A_sample_of_Kellogg%27s_Rice_Krispies_cereal_in_the_Franklin_Farm_section_of_Oak_Hill%2C_Fairfax_County%2C_Virginia.jpg?download,,,,,,,,,,,,,,
Rice noodle roll,"[{'cheung fun': 'not_stated'}, {'腸粉': 'Chinese'}, {'look funn': 'not_stated'}, {'look fun': 'not_stated'}, {'jyu cheung fun': 'not_stated'}, {'laai cheung': 'Chinese'}]","[""noodle""]","[""rice noodle""]","[""Chinese""]","[""Chinese""]","[""Guangdong""]","[""China""]",Eastern Asia,,,,,"The dish is a thin roll made from a wide strip of shahe fen (rice noodles), filled with shrimp, beef, Vegetable, or other ingredients. Seasoned soy sauce – sometimes with siu mei drippings – is poured over the dish upon serving.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/%E9%B8%A1%E8%9B%8B%E7%98%A6%E8%82%89%E7%9F%B3%E7%A3%A8%E8%82%A0%E7%B2%89.jpg/1440px-%E9%B8%A1%E8%9B%8B%E7%98%A6%E8%82%89%E7%9F%B3%E7%A3%A8%E8%82%A0%E7%B2%89.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/e/e0/Laai_cheung.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/JueCheungFan_with_sauce.jpg/1920px-JueCheungFan_with_sauce.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Cha_siu_choeng.jpg/958px-Cha_siu_choeng.jpg?download,CC-BY 3.0,https://upload.wikimedia.org/wikipedia/en/c/cd/RiceCrepe.jpg?download,,,,,,
Risotto,"[{'riz-OT-oh': 'English'}, {'riˈzɔtto': 'Italian'}]","[""rice""]","[""creamy rice""]","[""Italian""]","[""Lombardian"",""Piedmontese"",""Venetian""]","[""Lombardy""]","[""Italy""]",Southern Europe,,,,,"The dish is a rice preparation cooked with broth until it reaches a creamy consistency. The broth can come from meat, fish, or Vegetable.",CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/a/a5/Risotto_with_speck_and_goat_cheese_%286101067436%29.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Lemon_Pea_Risotto.jpg/1439px-Lemon_Pea_Risotto.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Risotto_giallo_%286954045202%29.jpg/1631px-Risotto_giallo_%286954045202%29.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/e/e3/Risotto-alla-zucca.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Steinpilzrisotto.jpg/1395px-Steinpilzrisotto.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Asparagus_lemongrass_risotto_%2842274465435%29.jpg/1620px-Asparagus_lemongrass_risotto_%2842274465435%29.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Asparagus_Risotto_001.jpg/1618px-Asparagus_Risotto_001.jpg?download,,
Riz Casimir,"[{'Casimir Rice': 'English'}, {'no_alias': 'not_stated'}]","[""rice"", ""curry""]","[""mixed rice"", ""curry""]","[""Swiss""]","[""Swiss"", ""Indian""]","[""Switzerland""]","[""Switzerland"", ""France""]",Western Europe,,,,,"The dish is made from rice, sliced veal, curry sauce, and fruits, usually bananas, pineapples and peaches or cherries. It is also garnished with roasted almond slivers. Long-grain rice is normally used for this dish. Veal is often replaced with pork or chicken.",CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/3/3b/Riz_Casimir_%284247740294%29.jpg?download,,,,,,,,,,,,,,
Riz gras,[{'tiebou djen': 'not_stated'}],"[""rice""]","[""mixed rice""]","[""West African""]","[""Beninese"",""Guinean"",""Ivorian"",""Togolese"",""Burkinabe""]","[""West Africa""]","[""Benin"", ""Guinea"", ""Togo"", ""Burkina Faso"", ""Côte d'Ivoire""]",Western Africa,,,,,"The dish is prepared with significant amounts of meat and Vegetable, and is usually served with the meat and chunks of Vegetable presented atop the rice.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/e/e0/Plat_de_riz_au_gras_plus_viande.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/a/a3/Riz_gras_au_legumes.JPG?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/4/48/Riz_gras_rouge_%C3%A0_la_viande_de_boeuf.JPG?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Tchep_au_curi.JPG/1620px-Tchep_au_curi.JPG?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Du_riz_gras_%C3%A0_la_guineenne.JPG/1440px-Du_riz_gras_%C3%A0_la_guineenne.JPG?download,,,,,,
Salukara,[{'no_alias': []}],"[""pancake""]","[""pancake""]","[""Filipino""]","[""Filipino""]","[""Eastern Samar""]","[""Philippines""]",South Eastern Asia,,,,,"This dish is made with glutinous rice flour, coconut milk, sugar, and water. Traditionally palm wine is used as the leavening agent, giving the pancakes a slightly sour aftertaste, though standard baker's yeast can be substituted. They are cooked in a pan or clay pot traditionally greased with pork lard or lined with banana leaves.",CC0,https://upload.wikimedia.org/wikipedia/commons/2/2f/Salukara.jpg?download,,,,,,,,,,,,,,
Sandige,"[{'Vadam': 'not_stated'}, {'Vethal': 'not_stated'}]","[""snack""]","[""cracker""]","[""Indian""]","[""South Indian""]","[""South India""]","[""India""]",Southern Asia,,,,,"The dish is prepared by making a gruel out of one of the main ingredients, either rice, wheat or sago, which is then spiced up with asafoetida, green chili paste and salt. The warm vadam gruel is poured out in small portions with a spoon onto a plastic sheet or a large clean cloth and sun-dried for a couple of days.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Aralu_Sandige.jpg/1080px-Aralu_Sandige.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Sabbakki_Sandige.jpg/1080px-Sabbakki_Sandige.jpg?download,,,,,,,,,,,,
Sapin-sapin,[{'section': 'not_stated'}],"[""snack"", ""dessert""]","[""rice cake""]","[""Filipino""]","[""Filipino""]","[""Cagayan"", ""Isabela""]","[""Philippines""]",South Eastern Asia,,,,,"The dish is a layered glutinous rice and coconut dessert in. It is made from rice flour, coconut milk, sugar, water, flavoring and coloring. It is usually sprinkled with latik or toasted desiccated coconut flakes. The dessert is recognizable for its layers, each colored separately.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Delicacies_foods_meals_Bulakan_02.jpg/1217px-Delicacies_foods_meals_Bulakan_02.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Sapin-sapin.jpg/1440px-Sapin-sapin.jpg?download,,,,,,,,,,,,
Sarma,"[{'stuffed grape leaves': 'English'}, {'stuffed vine leaves': 'English'}, {'stuffed cabbage leaves': 'English'}]","[""rice""]","[""vegetable roll"",""meat roll""]","[""Ottoman""]","[""Turkish"", ""Greek"",""Middle Eastern""]","[""Turkey"", ""Greece""]","[""Turkey"", ""Greece"", ""Albania"", ""Bulgaria"", ""Croatia"", ""Cyprus"", ""Romania"", ""Moldova""]",Western Asia,Southern Europe,Eastern Europe,,,"The dish is made of vegetable leaves rolled around a filling of minced meat, grains such as rice, or both.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Yaprak_sarma%2C_Kayseri_style.jpg/1440px-Yaprak_sarma%2C_Kayseri_style.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Dost_Evi_Sarma_-_panoramio.jpg/1626px-Dost_Evi_Sarma_-_panoramio.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/5/54/%D0%94%D1%80%D0%BE%D0%B1_%D1%81%D0%B0%D1%80%D0%BC%D0%B0.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/2/25/Sarmale_with_polenta_and_sour_cream.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Postna_sarma_%28vegetarian_sarma%2C_Cuisine_of_Serbia%29.jpg/1491px-Postna_sarma_%28vegetarian_sarma%2C_Cuisine_of_Serbia%29.jpg?download,,,,,,
Sel roti,[{'सेल रोटी': 'Nepali'}],"[""bread""]","[""fried dough""]","[""Nepalese""]","[""Nepalese""]","[""Nepal""]","[""Nepal""]",Southern Asia,,,,,The dish is a ring-shaped sweet fried dough made from rice flour.,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/c/c0/Sel_Roti.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Sel_roti%2C_Nepalese_food.jpg/1629px-Sel_roti%2C_Nepalese_food.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/7/76/DUIPIPA_LHOTELLINE.jpg?download,,,,,,,,,,
Shirin polo,"[{'Persian wedding rice': 'English'}, {'Rosh Hashanah rice': 'English'}, {""morassa' polō"": 'not_stated'}]","[""rice""]","[""mixed rice""]","[""Iranian""]","[""Iranian""]","[""Shiraz""]","[""Iran""]",Southern Asia,,,,,"The dish is typically served at celebrations such as weddings, birthdays, and holidays. It is steamed rice topped with nuts and dried fruits such as barberries, apricots, and dates.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/0/03/Shirin_polo.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/%D5%94%D5%A1%D5%B2%D6%81%D6%80_%D6%83%D5%AC%D5%A1%D6%82.JPG/1852px-%D5%94%D5%A1%D5%B2%D6%81%D6%80_%D6%83%D5%AC%D5%A1%D6%82.JPG?download,,,,,,,,,,,,
Sholezard,"[{'zard birinj': 'not_stated'}, {'zarda': 'not_stated'}]","[""rice""]","[""pudding""]","[""Iranian""]","[""Iranian""]","[""Iran""]","[""Iran""]",Southern Asia,,,,,"A rice pudding composed of saffron, sugar, rose water, butter, cinnamon and cardamom. It is yellow due to the presence of saffron and is topped with cinnamon, almond slices, and pistachio slices.",CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Ash-e-Shole_Zard-e-Nime_Sha%27ban.jpg/1440px-Ash-e-Shole_Zard-e-Nime_Sha%27ban.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Shole_Zard_01.jpg/1440px-Shole_Zard_01.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Shole_Zard_02.jpg/1440px-Shole_Zard_02.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Shole_Zard_03.jpg/1440px-Shole_Zard_03.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Shole_Zard_04.jpg/1440px-Shole_Zard_04.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Sholezard_2020.jpg/1487px-Sholezard_2020.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Shole_Zard_06.jpg/1440px-Shole_Zard_06.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Shole-zrad-2014.JPG/1440px-Shole-zrad-2014.JPG?download
Shrimp creole,[{'name': 'no_alias'}],"[""rice""]","[""mixed rice"", ""shrimp""]","[""American""]","[""American""]","[""Louisana""]","[""United States""]",Northern America,,,,,"The dish consists of cooked shrimp in a mixture of whole or diced tomatoes, the ""holy trinity"" of onion, celery and bell pepper, spiced with hot pepper sauce or cayenne-based seasoning, and served over steamed or boiled white rice.",Public Domain,https://upload.wikimedia.org/wikipedia/commons/f/f6/Shrimp_creole.jpg?download,,,,,,,,,,,,,,
Siopao,"[{'烧包': 'Chinese (Simplified)'}, {'燒包': 'Chinese (Traditional)'}, {'Sio-pau': 'Pe̍h-ōe-jī'}]","[""snack"", ""bread""]","[""steamed bun""]","[""Filipino""]","[""Filipino"", ""Chinese"",""Hokkien Chinese""]","[""Cagayan"", ""Isabela""]","[""Philippines""]",South Eastern Asia,,,,,The dish is a steamed bun with various fillings. The most common fillings are pork asado and bola-bola.,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Steamed-Pork-Buns-BBQ_Siopao-Asado-Recipe.webp/810px-Steamed-Pork-Buns-BBQ_Siopao-Asado-Recipe.webp.png?download,CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/09537jfCuisine_in_Bulacan_home_made_foodsfvf_13.jpg/1440px-09537jfCuisine_in_Bulacan_home_made_foodsfvf_13.jpg?download,,,,,,,,,,,,
Spanish rice,"[{'Mexican rice': 'English'}, {'red rice': 'English'}, {'arroz a la mexicana': 'Spanish'}, {'arroz mexicano': 'Spanish'}, {'sopa de arroz': 'Spanish'}, {'arroz rojo': 'Spanish'}]","[""rice""]","[""mixed rice""]","[""Mexican""]","[""Mexican""]","[""Mexico""]","[""Mexico"", ""United States""]",Central America,Northern America,,,,"The dish is a side dish made from white rice, tomato, garlic, onion, and perhaps other ingredients. It is almost always eaten as a complement to other dishes such as mole, refried beans, rotisserie chicken, carne asada, picadillo, tacos, fried fish, fried chicken, chiles rellenos, or vegetable soup.",CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Mexican_rice_144235.jpg/1920px-Mexican_rice_144235.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Beans_and_mexican_rice.jpg/1624px-Beans_and_mexican_rice.jpg?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Tacos%2C_rice%2C_and_beans.jpg/1920px-Tacos%2C_rice%2C_and_beans.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Chilaquiles_con_huevos_y_arroz.jpg/1440px-Chilaquiles_con_huevos_y_arroz.jpg?download,CC-BY 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/La_Casa_Restaurant_-_Stierch_-_April_2019_03.jpg/1045px-La_Casa_Restaurant_-_Stierch_-_April_2019_03.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Mole_Rojo.jpg/1080px-Mole_Rojo.jpg?download,,,,
Lo mai gai,"[{""Lo mai gai"":""Chinese""}, {""糯米雞"":""Chinese""}, {""no6 mai5 gai1"":""Jyutping""}, {""noh mái gāi"":""Cantonese Yale""}, {""jan ju gai"":""Chinese""}, {""珍珠雞"":""Chinese""}, {""zan1 zyu1 gai1"":""Jyutping""}, {""jān jyū gāi"":""Cantonese Yale""}, {""Rice dumplings"":""English""}, {""Sticky rice dumplings"":""English""}, {""Nuomiji"":""Chinese""}, {""zhenzhuji"":""Chinese""}]","[""rice"", ""dim sum""]","[""glutinous rice""]","[""Chinese""]","[""Chinese""]","[""Guangdong""]","[""China""]",Eastern Asia,,,,,"The dish contains glutinous rice filled with chicken, mushrooms, sausage, scallions, and sometimes dried shrimp or salted egg. The ball of rice is then wrapped in a dried lotus leaf and steamed.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/2016_0716_Lo_Mai_Gai.jpg/1372px-2016_0716_Lo_Mai_Gai.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Lo_mai_gai_takeaway_style.jpg/1440px-Lo_mai_gai_takeaway_style.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Machangjf.JPG/1440px-Machangjf.JPG?download,,,,,,,,,,
Suman,"[{""no_alias"": []}]","[""rice"", ""snack""]","[""glutinous rice"", ""rice cake""]","[""Filipino""]","[""Filipino""]","[""Philippines""]","[""Philippines""]",South Eastern Asia,,,,,"The dish is an elongated rice cake. It is made from glutinous rice cooked in coconut milk, often wrapped in banana leaves, coconut leaves, or buli or buri palm (Corypha) leaves for steaming. It is usually eaten sprinkled with sugar or laden with latik.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Mac_MG_6026.jpg/1620px-Mac_MG_6026.jpg?download,CC0,https://upload.wikimedia.org/wikipedia/commons/2/21/Two_varieties_of_suman_%28glutinous_rice_and_cassava%29.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Suman_with_latik.jpg/1440px-Suman_with_latik.jpg?download,CC0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/4413Birds_Foods_Goods_displayed_for_sale_and_trade_38.jpg/1440px-4413Birds_Foods_Goods_displayed_for_sale_and_trade_38.jpg?download,,,,,,,,
Sushi,"[{'すし': 'not_stated'}, {'寿司': 'not_stated'}, {'鮨': 'not_stated'}, {'鮓': 'not_stated'}]","[""rice"", ""fish""]","[""rice roll"", ""fish""]","[""Japanese""]","[""Japanese""]","[""Japan""]","[""Japan""]",Eastern Asia,,,,,"The dish is prepared vinegared rice, rolled with seaweed, often with sugar and salt, combined with a variety of ingredients such as Vegetable and meats, most commonly seafood.",CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/6/60/Sushi_platter.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Typical_japanese_sushi_set.jpg/1920px-Typical_japanese_sushi_set.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Makizushi.jpg/1620px-Makizushi.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Futomaki_zushi_in_201902.jpg/1440px-Futomaki_zushi_in_201902.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/3/30/%E7%B4%8D%E8%B1%86%E3%81%BE%E3%81%8D.jpg?download,CC0,https://upload.wikimedia.org/wikipedia/commons/4/49/Kaiten-zushi_005.jpg?download,CC-BY 2.0,https://upload.wikimedia.org/wikipedia/commons/f/f4/Eho-maki_by_zenjiro.jpg?download,,
Saffron rice,"[{""no_alias"": null}]","[""rice""]","[""mixed rice""]","[""Iranian""]","[""Iranian""]","[""Iran""]","[""Iran"",""Bangladesh"",""Pakistan"",""India""]",Southern Asia,,,,,"The dish is made from saffron, white rice, and usually vegetable bouillon. It is similar to plain cooked rice with the addition of these ingredients.",GFDL,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Basic_saffron_rice.JPG/1316px-Basic_saffron_rice.JPG?download,Public Domain,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Grain_saffron_rice.jpg/1440px-Grain_saffron_rice.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/a/a6/Saffron_Rice_or_Basmati_Rice_Kesari_Bath.png?download,CC-BY-SA 2.0,https://upload.wikimedia.org/wikipedia/commons/5/58/%E8%B1%9A%E3%81%AE%E8%A7%92%E7%85%AE%E3%82%AB%E3%83%AC%E3%83%BC%EF%BC%88%E6%A8%AA%E6%BF%B1%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%82%A2%E3%83%A0%E3%83%BB%E7%90%89%E7%90%83%E3%82%AB%E3%83%AA%E3%83%BC%EF%BC%89_%28417479183%29.jpg?download,,,,,,,,
Szczecin paprikash,"[{'Paprykarz szczeciński': 'Polish'}, {'Polish paprikash': 'English'}]","[""fish"", ""canned food""]","[""fish"", ""canned food""]","[""Polish""]","[""Polish""]","[""Szczecin""]","[""Poland""]",Eastern Europe,,,,,"The dish is a canned fish spread made from ground fish, rice, tomato paste and vegetable oil, seasoned with onion, salt and spices. It has the form of a reddish-brown paste with visible rice grains.",CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Paprykarz_szczeci%C5%84ski_w_puszce_i_na_kromkach.jpg/1461px-Paprykarz_szczeci%C5%84ski_w_puszce_i_na_kromkach.jpg?download,CC-BY-SA 4.0,https://upload.wikimedia.org/wikipedia/commons/0/03/Thi%C3%A9boudi%C3%A8ne_Boukhonk_with_tamarind.jpg?download,CC-BY-SA 3.0,https://upload.wikimedia.org/wikipedia/commons/5/55/Kanapka_z_paprykarzem_szczecinskim.jpg?download,,,,,,,,,,
